name,category,location,phone,website,rating,reviews,address,hours,gps_coordinates,data_id
"Neuberg Diagnostics - Blood Tests, CBC Tests & Full Body Checkup in Chhittupur",Diagnostic Centers,"Varanasi, Uttar Pradesh",089390 66655,https://www.neubergdiagnostics.com/,4.7,13,"Sunbeam School, Chhittupur Rd, Lahartara Boulia, Hari Nagar Colony, Sigra, Varanasi, Uttar Pradesh 221002",Open · Closes 7 pm,"{'latitude': 25.3180895, 'longitude': 82.9760932}",0x398e2d91b5484ca3:0x6136962191fb150
Prakash Pathology & Radiology Private Limited,Diagnostic Centers,"Varanasi, Uttar Pradesh",096956 12104,https://prakashpathradio.com/,3.5,211,"1st FLOOR, Krishna Kunj Building, BHU MAIN ROAD, Saket Nagar Colony, Lanka, Varanasi, Uttar Pradesh 221005",Open · Closes 9 pm,"{'latitude': 25.279984499999998, 'longitude': 83.0024507}",0x398e318d9794e523:0xab5b5fb4ba2ae926
Noble Star Diagnostic & Interventional center,Diagnostic Centers,"Varanasi, Uttar Pradesh",078390 76724,https://noblestarhealthservice.com/,4.3,338,"B, BHU - Lanka Rd, Rashmi Nagar Colony, Saket Nagar Colony, Lanka, Varanasi, Uttar Pradesh 221005",Open · Closes 8 pm,"{'latitude': 25.280061699999997, 'longitude': 83.00076969999999}",0x398e318c519149a9:0x2a818c674df3eddf
Metropolis Labs | Blood Test & Diagnostic Centre in Rashmi Nagar,Diagnostic Centers,"Varanasi, Uttar Pradesh",011 4474 0086,https://www.metropolisindia.com/lab/diagnostic-centre-in-newada-sunderpur-varanasi,4.8,284,"Ground Floor, B31/82 D1, BHU - Lanka Rd, near Godawari Lodge, Rashmi Nagar Colony, Saket Nagar Colony, Lanka, Varanasi, Uttar Pradesh 221005",Open · Closes 8 pm,"{'latitude': 25.2788324, 'longitude': 83.0006635}",0x398e332f37be38d5:0x58ebb7ba75a6b654
KRSNAA DIAGNOSTICS| FREE CT SCAN CENTER VARANASI,Diagnostic Centers,"Varanasi, Uttar Pradesh",089565 00666,https://krsnaadiagnostics.com/,4.9,36,"Mental Hospital, to, Mahaveer Mandir Rd, Orderly Bazar, Varanasi, Uttar Pradesh 221002",Open 24 hours,"{'latitude': 25.351966299999997, 'longitude': 82.9853718}",0x398e2d674d27de7b:0xfc707a3eba861f2c
Funtasia Waterpark and Resort,Water Parks,"Varanasi, Uttar Pradesh",087378 57890,http://funtasiawaterpark.com/,4.4,5015,"Lodhan, near Varanasi Ring road, Chandmari, Varanasi, Uttar Pradesh 221003",Open · Closes 5 pm,"{'latitude': 25.3829508, 'longitude': 82.9549995}",0x398e2d4eb76aedc9:0x5f4fa3806c66b9a2
Varanasi Fun City | Water Park & Rain Dance In Varanasi,Water Parks,"Varanasi, Uttar Pradesh",099184 04351,http://www.varanasifuncity.com/,4.1,6363,"Sona Talab, Panchkoshi Rd, in front of St. Mary Convent School, Pandeypur, Daniyalpur, Varanasi, Uttar Pradesh 221007",,"{'latitude': 25.3452636, 'longitude': 83.0190435}",0x398e2e5ceabeb383:0x81c07c3408e9ce23
Aqua Jungle Water Park & Resort,Water Parks,"Varanasi, Uttar Pradesh",080810 26280,https://www.aquajungle.in/,4.4,5136,"Latifpur, Ahraura Varanasi-Robertsganj Road, near Lakhaniya Dari, Uttar Pradesh 231301",Open · Closes 5 pm,"{'latitude': 24.9854377, 'longitude': 83.0134494}",0x398e4f3dd021f121:0xd5e84aa4ae33626a
Krishna Gokul Water Park,Water Parks,"Varanasi, Uttar Pradesh",079058 55780,https://krishnagokulwaterpark.com/,3.7,397,"Ashapur Chandra chauraha, Balua Rd, near shitla mata mandir, Salarpur, Varanasi, Uttar Pradesh 221007",Open · Closes 6 pm,"{'latitude': 25.352828499999998, 'longitude': 83.0274761}",0x398e2f5bd6c8c8d3:0x6229662d60fada43
AQUALAND Water Park - Marriage Lawn & Restaurant,Water Parks,"Varanasi, Uttar Pradesh",099194 45509,https://aqualandvaranasi.in/,3.8,328,"Ramsinghpur, Panchkoshi Rd, Harhua, Uttar Pradesh 221105",Open · Closes 5 pm,"{'latitude': 25.3838179, 'longitude': 82.9116213}",0x398e2d85ce055083:0x87a7114639745af1
Banaras water Adventure,Water Parks,"Varanasi, Uttar Pradesh",088599 99369,,4.7,47,"Namo ghat, phase 2, Rajghat, Varanasi, Uttar Pradesh 221001",Open 24 hours,"{'latitude': 25.326728499999998, 'longitude': 83.0386017}",0x398e2f5a2159b103:0x60b41f37e796f7c8
Speechless,Water Parks,"Varanasi, Uttar Pradesh",,,3.6,1122,"7W72+RCJ, NH 2, Mohan Sarai, Bypass, Panditpur, Uttar Pradesh 221311",Temporarily closed,"{'latitude': 25.2643229, 'longitude': 82.9010011}",0x398fcd2e629c21ab:0x6d9f2e6badeed9a5
Green Banaras,Resorts,"Varanasi, Uttar Pradesh",095980 69021,https://www.greenbanaras.com/,4.5,191,"Betawar Village, Chunar Road, behind children's academy, Bachchhaon, Varanasi, Uttar Pradesh 221011",,"{'latitude': 25.220245, 'longitude': 82.9244358}",0x398e33e5c0ac18f9:0xa43dfdffa262a5fd
Dharm Resort,Resorts,"Varanasi, Uttar Pradesh",077539 39991,https://www.dharmresorts.com/,4.6,155,"4/2006, Bandha, Near Ram Nagar Fort, Ram nagar, Ramnagar, Uttar Pradesh 221008",,"{'latitude': 25.273581, 'longitude': 83.0237283}",0x398e31af76555555:0xab2c0ab316f3bc00
Om Vilas Benares - Luxury Hotel Resort in Varanasi,Resorts,"Varanasi, Uttar Pradesh",0542 350 0600,https://www.omvilas.com/,4.3,3330,"off Varanasi Ring Road, Christ Nagar, Varanasi, Uttar Pradesh 221002",,"{'latitude': 25.3830343, 'longitude': 82.9646348}",0x398e2d180268da15:0x64cf41cc9a700e34
"BrijRama Palace, Varanasi | By the Ganges",Resorts,"Varanasi, Uttar Pradesh",080 6905 7704,https://www.brijhotels.com/brijrama-palace-hotel-in-varanasi/,4.5,1529,"Darbhanga Ghat, Dashashwamedh, Uttar Pradesh 221001",,"{'latitude': 25.3053484, 'longitude': 83.0093363}",0x398e31e229e0603b:0x5087deadae3eab31
The pinaki,Resorts,"Varanasi, Uttar Pradesh",063908 88111,https://www.thepinaki.in/,4.6,340,"Ring road, near Trade facility centre, phase 1, Chandmari, Varanasi, Airhe, Uttar Pradesh 221007",,"{'latitude': 25.387646699999998, 'longitude': 82.97825449999999}",0x398e2da8d0657b39:0x15b08d90d025db9
The VIAVARANASI Resort,Resorts,"Varanasi, Uttar Pradesh",098193 77669,http://viavaranasi.com/,4,97,"Padao Road, Kodopur, Katesar, Ramnagar, Varanasi, Uttar Pradesh 221008",,"{'latitude': 25.284299999999998, 'longitude': 83.032101}",0x398e310029c8d76d:0xeb807cc20547146a
Shiv Rudraksh Resort At Ganga Ghat,Resorts,"Varanasi, Uttar Pradesh",088818 00200,https://shivrudrakshresorts.com/,4.3,302,"Kedareshwar Nagar Colony, N-1/66F-3-4-A-1, Samne Ghat, Lanka, Varanasi, Uttar Pradesh 221005",,"{'latitude': 25.2736804, 'longitude': 83.01406659999999}",0x398e31935161a39f:0x860a9b6c955237dd
"Taj Nadesar Palace, Varanasi",Resorts,"Varanasi, Uttar Pradesh",0542 666 0002,https://www.tajhotels.com/en-in/hotels/taj-nadesar-palace-varanasi?utm_source=google&utm_campaign=taj-nadesar-palace-varanasi&utm_medium=local,4.8,1997,"Raja Bazar Rd, opp. Taksal Cinema Hall, Nadesar, Chaukaghat, Varanasi, Uttar Pradesh 221002",,"{'latitude': 25.336193899999998, 'longitude': 82.9880368}",0x398e32675987939f:0x5376e2a58880e160
"Taj Ganges, Varanasi",Resorts,"Varanasi, Uttar Pradesh",0542 666 0001,https://www.tajhotels.com/en-in/hotels/taj-ganges-varanasi?utm_source=Google&utm_medium=Local&utm_campaign=Taj-Ganges-Varanasi,4.5,8985,"Nadesar Palace, Raja Bazar Rd, opp. Taksal Cinema hall, Nadesar, Chaukaghat, Varanasi, Uttar Pradesh 221002",,"{'latitude': 25.336095699999998, 'longitude': 82.98636259999999}",0x398e2ddb8a8c14a9:0xf040da7440f76fd6
Frosty Fern Hotel & Resort,Resorts,"Varanasi, Uttar Pradesh",091203 33878,,4.9,99,"NH 19, Dafi Bypass, near Daffi Toll Plaza, behind BHU, Ashokpuram Colony, Varanasi, Sear Govardhan Dafi, Uttar Pradesh 221011",,"{'latitude': 25.2484988, 'longitude': 82.9940537}",0x398e3160f9397d7b:0xdf52aab123c9afaa
The Pinnacle Inn Sarnath,Resorts,"Varanasi, Uttar Pradesh",0542 259 5795,https://pinnaclesarnath.com/,4.4,2205,"Hawelia Chauraha, SA-15/129 E, Mavaiya, Sarnath, Varanasi, Uttar Pradesh 221007",,"{'latitude': 25.3684324, 'longitude': 83.0254381}",0x398e2f294eb40e03:0xb7cf16556a20b16f
Vedic Villa,Resorts,"Varanasi, Uttar Pradesh",070808 03451,https://vedicvilla.com/,4.2,86,"Agiyabeer Ghat, Varanasi, Muradev, Uttar Pradesh 221011",,"{'latitude': 25.213672199999998, 'longitude': 82.96940409999999}",0x398e338af6ea1623:0x6fef19568fa85c22
Krishna Vatika Resort,Resorts,"Varanasi, Uttar Pradesh",063865 68848,https://krishnavatikaresort.bookmystay.io/?utm_source=gmb&utm_campaign=website_buttton,4.4,111,"street13, Varanasi, Bahlolpur, Uttar Pradesh 221101",,"{'latitude': 25.410622099999998, 'longitude': 82.998457}",0x398e29b36c96b1b3:0xa452481fb22a4353
"Tree of Life Resort & Spa, Varanasi",Resorts,"Varanasi, Uttar Pradesh",090152 42000,https://treeofliferesorts.com/,4.2,749,"Kazi Serai, Sehmalpur, Uttar Pradesh 221105",,"{'latitude': 25.4019972, 'longitude': 82.8843792}",0x398fd498b5137c33:0xef5e59615125af68
Four Leaf Hotel - Arjuna Manor,Resorts,"Varanasi, Uttar Pradesh",074598 45755,https://www.fourleafhotels.com/best-boutique-city-hotel-in-varanasi/,4.7,49,"B-38/1-K, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010",,"{'latitude': 25.3058803, 'longitude': 82.98500779999999}",0x398e33298e0bf891:0xb95fb28fbaf3ef9b
Hotel Hardik Palacio Varanasi,Resorts,"Varanasi, Uttar Pradesh",086011 17771,http://hotelhardikpalacio.com/,4.4,455,"D52/2-A, Laxmikund, Luxa Rd, near Baba Shyam Mandir, Varanasi, Uttar Pradesh 221010",,"{'latitude': 25.309517099999997, 'longitude': 83.001589}",0x398e2f93b23828ef:0xfa783f774a3cfb43
Palace on Ganges- Varanasi,Resorts,"Varanasi, Uttar Pradesh",074084 23504,http://www.palaceonganges.com/,4.2,1770,"infront of car parking, B-1/158 Assighat, Nagwa Rd, Assi Ghat, Varanasi, Uttar Pradesh 221001",,"{'latitude': 25.288274299999998, 'longitude': 83.0058679}",0x398e31edb80a9de3:0x614be1437579f848
The Clarks,Resorts,"Varanasi, Uttar Pradesh",085286 66343,https://www.clarkshotels.com/,4.1,4013,"The Mall Rd, Cantonment, Varanasi, Uttar Pradesh 221002",,"{'latitude': 25.336532899999998, 'longitude': 82.9779131}",0x398e2dc4105ab18b:0xfe7e2a4490b82355
Vijaigarh Kothi - Heritage,Resorts,"Varanasi, Uttar Pradesh",086018 63330,http://www.vijaigarhkothi.com/,4.2,228,"B1/3, Assi - Lanka Rd, Anandbagh, Bhelupur, Varanasi, Uttar Pradesh 221005",,"{'latitude': 25.2893229, 'longitude': 83.00233089999999}",0x398e3121eaf419eb:0xc008d00c9d9104cc
Villa Benares,Resorts,"Varanasi, Uttar Pradesh",073793 70001,,4.2,298,"A-52 Gautam Garden Colony, Suddhipur, Varanasi, Uttar Pradesh 221003",,"{'latitude': 25.362211, 'longitude': 82.9585058}",0x398e2dbd0ec10cd5:0x4e6d9a827a23fdda
Hotel Temple On Ganges,Hotels,"Varanasi, Uttar Pradesh",,http://www.hoteltemple.com/,4.1,1110,"B1/152 A-2k, Assi Ghat Rd, Dumraon Colony, Varanasi, Uttar Pradesh 221005",,"{'latitude': 25.2877431, 'longitude': 83.0058342}",0x398e31eda5345631:0x6a0ccb2209112c0a
Rajmahal Hotel,Hotels,"Varanasi, Uttar Pradesh",096215 51666,,3.6,1787,"D53/88 JK Sukhsagar Complex Luxa Road, Near, Gurubagh Rd, Gurubagh, Varanasi, Uttar Pradesh 221010",,"{'latitude': 25.308072499999998, 'longitude': 82.9974201}",0x398e2e01e7d2512d:0x77666711ec98c630
Family Guest House,Hotels,"Varanasi, Uttar Pradesh",073763 63600,https://wa.me/message/LHSZ3QZXCL3UI1,4.3,1108,"D. 32/72, Dashashwamedh Ghat Rd, near Pataleshwar Temple, Dashashwamedh, Pataleshwar, Varanasi, Uttar Pradesh 221001",,"{'latitude': 25.3053837, 'longitude': 83.0080524}",0x398e31e237be72e7:0xc7bebe22bf986220
HOTEL VARANASI INN,Hotels,"Varanasi, Uttar Pradesh",081760 03999,http://www.hotelvaranasiinn.com/,3.9,1354,"218 N, C 19, near Big Bazar, Gulab Bagh Colony, Sigra, Varanasi, Uttar Pradesh 221002",,"{'latitude': 25.3173125, 'longitude': 82.9921932}",0x398e2dfd41d08e2b:0x3a2174695543f13f
The Elegance Hotel in Varanasi,Hotels,"Varanasi, Uttar Pradesh",088107 19088,https://theelegance.co.in/,4.5,2575,"Railway Station, N 10/60, DLW Rd, near Banaras, Central market DLW, Bajardiha, Varanasi, Shivdaspur, Uttar Pradesh 221004",,"{'latitude': 25.289272999999998, 'longitude': 82.9696783}",0x398e330d432735e9:0x7498b1cf77e4d23
Hotel Ashoka Grand,Hotels,"Varanasi, Uttar Pradesh",,,3.7,1019,"No.2, Railway Station, C-32/3-2 Kashi, Vidyapeeth Rd, near Varanasi Cantt, Varnasi, Uttar Pradesh 221002",,"{'latitude': 25.322232999999997, 'longitude': 82.9872908}",0x398e2de47a82775f:0x983fb3c7d9a4aba5
Rivera Palace,Hotels,"Varanasi, Uttar Pradesh",095192 10888,https://www.hotelriverapalace.com/,4.1,1052,"B-2/109,A-I-R, near SINGH GUEST HOUSE, Shivala, Varanasi, Uttar Pradesh 221001",,"{'latitude': 25.292545, 'longitude': 83.0058724}",0x398e31ee4d0aa1fd:0x639fe7a238b2d336
Hotel Kiaara - Boutique Hotel in Varanasi,Hotels,"Varanasi, Uttar Pradesh",088580 56969,https://hotelkiaara.com/,4.3,895,"Sh. 8/69-P-1 , Shivpur Bypass, Between Kadambini & Shubham Lawn, Airport Road, Shivpur, Varanasi, Uttar Pradesh 221002",,"{'latitude': 25.358834599999998, 'longitude': 82.9630124}",0x398e2d0fb4f79dd7:0x902b297a18024cf9
Hotel Kashi Varanasi,Hotels,"Varanasi, Uttar Pradesh",088407 36414,https://www.hotelkashi.com/,4.6,837,"D. 38/74 R-1, Bansphatak Rd, near KCM cinema, opp. puroshottam bhagwan mandir, Houz Katora, Hauz Katora, Godowlia, Varanasi, Uttar Pradesh 221001",,"{'latitude': 25.3109139, 'longitude': 83.0070573}",0x398e2faa89bcbba1:0x5229d0982fd0b371
Narayana Haveli - Varanasi,Hotels,"Varanasi, Uttar Pradesh",076078 66008,,4.3,218,"D 27/18, near Pandey Ghat, Brahmpuri, Devnath Pura, Varanasi, Uttar Pradesh 221001",,"{'latitude': 25.302923699999997, 'longitude': 83.0066216}",0x398e319466dedf23:0x38a8c90d4d366737
Hotel Uday Palace Varanasi,Hotels,"Varanasi, Uttar Pradesh",,https://www.hoteludaypalace.net/,4,1478,"Rajendra Vihar Colony, Newada, Varanasi, Uttar Pradesh 221005",,"{'latitude': 25.2834726, 'longitude': 82.9737707}",0x398e322fffffffff:0x11870a4eac5ae9fa
The Kashi Residency Varanasi,Hotels,"Varanasi, Uttar Pradesh",091516 66866,http://www.kashiresidency.com/,4.3,371,"B30, 252, Assi Rd, near Assi, Nagwa, Varanasi, Uttar Pradesh 221005",,"{'latitude': 25.286621999999998, 'longitude': 83.0065068}",0x398e31f7f9d25617:0x539db40a4d997c85
Central Residency Hotel,Hotels,"Varanasi, Uttar Pradesh",070078 98382,https://centralresidency.co/,3.7,575,"Sigra Thana Road, Guru Nanak Nagar Colony, Chetganj, Varanasi, Uttar Pradesh 221002",,"{'latitude': 25.3174992, 'longitude': 82.9906824}",0x398e2de2f1fdad71:0xf16ef022d7b8e2f2
Hotel Jee,Hotels,"Varanasi, Uttar Pradesh",080900 99099,,3.5,714,"C - 27, 54, behind Sanskrit University Road, Das Nagar Colony, Jagatganj, Chaukaghat, Varanasi, Uttar Pradesh 221002",,"{'latitude': 25.3277458, 'longitude': 82.99961689999999}",0x398e2f8b01c595a1:0xfa247d227fc2f0b8
Stay Inn's Heritage,Hotels,"Varanasi, Uttar Pradesh",095111 76008,,4.3,585,"D24/31B, Dashashwamedh Ghat, Pandey Ghat, Rajendra Prasad Ghat, Varanasi, Uttar Pradesh 221001",,"{'latitude': 25.3040552, 'longitude': 83.0079331}",0x398e312f8615ba3b:0x871f41ab5f7b294e
HOTEL JANKI INN - HOTEL IN SIGRA,Hotels,"Varanasi, Uttar Pradesh",088585 84738,,3.8,580,"C14/175-3, near Bharat Medical, Sigra, Varanasi, Uttar Pradesh 221002",,"{'latitude': 25.313784899999998, 'longitude': 82.9907818}",0x398e2d53ccda4f4f:0xe2a96d025aeffa53
Hotel Yash Residency Near Assi Ghat & BHU,Hotels,"Varanasi, Uttar Pradesh",099198 00013,http://www.hotelyashresidency.com/,3.9,977,"B34/130, Manas Nagar Extension, Durgakund, Tulsi Manas Mandir Colony, Naria, Varanasi, Uttar Pradesh 221005",,"{'latitude': 25.2850401, 'longitude': 82.9941741}",0x398e31d470c20e8d:0xe2333ffbc61dd787
Hotel Picasso,Hotels,"Varanasi, Uttar Pradesh",098381 81224,http://www.hotelpicassovns.com/,4.3,837,"B3/296 Godauliya, Assi Rd, near Mata Anand mai hospital, Shivala, Varanasi, Uttar Pradesh 221001",,"{'latitude': 25.293439, 'longitude': 83.0049049}",0x398e31efc91d82d1:0xe8483358d57bd6b7
Gautam Hotel Varanasi,Hotels,"Varanasi, Uttar Pradesh",,http://gautamhotelvns.in/,3.6,944,"C, 26/35D, Ramkatora Rd, Ramkatora, Rampuri Colony, Crossing, Varanasi, Uttar Pradesh 221001",,"{'latitude': 25.3239341, 'longitude': 83.00230119999999}",0x398e2e0e6b8506d7:0x392103cdd7494491
Hotel The Sapphire Grand,Hotels,"Varanasi, Uttar Pradesh",076170 17450,http://www.hotelthesapphiregrand.com/,3.8,666,"S 20/51 A- 4B-2 Nepali Kothi Kachari Road Near, Varuna Bridge, Varanasi cantonment, Varanasi, Uttar Pradesh 221002",,"{'latitude': 25.3390649, 'longitude': 82.981174}",0x398e2dc521c101e3:0xd3ff997d46318d56
Royal Cafe & Dining : Best Restaurant in Varanasi,Restaurants,"Varanasi, Uttar Pradesh",085779 96699,https://royalcafedining.com/,4.6,795,"Shop no 11-14 2nd floor, IP SIGRA Shopping Mall, Guru Nanak Nagar Colony, Chetganj, Varanasi, Uttar Pradesh 221002",Open · Closes 10:30 pm,"{'latitude': 25.3166858, 'longitude': 82.9900538}",0x398e2d76e7ebfd39:0x794ac582da946b7b
Saras Restaurant,Restaurants,"Varanasi, Uttar Pradesh",090447 54577,,4.8,842,"K 53/48-4, Madhyameshwar, Daranagar, Kotwali, Varanasi, Uttar Pradesh 221001",Closes soon · 11:30 am · Reopens 12 pm,"{'latitude': 25.3204952, 'longitude': 83.0139927}",0x398e2f75c560a1af:0xdf20cf3f1a1a7356
Charcoal Fine Dining,Restaurants,"Varanasi, Uttar Pradesh",093369 29765,,4.6,2309,"14, Sigra - Mahmoorganj Rd, Near Sarin Inn Hotel, Sigra, Varanasi, Uttar Pradesh 221002",,"{'latitude': 25.308008899999997, 'longitude': 82.98501019999999}",0x398e337bbf52704b:0x18b60735fbfa4029
1916 Cafe & Restaurant,Restaurants,"Varanasi, Uttar Pradesh",086018 41233,,4.4,1534,"police booth, 1916, inside hotel ganesha palace, opposite Girja Ghar Chauraha, Godowliya, Ramapura Luxa, Varanasi, Uttar Pradesh 221010",Open · Closes 11 pm,"{'latitude': 25.3094923, 'longitude': 83.0050811}",0x398e2e1d16f67ca7:0xf942424b152c28b5
Shree Shivay Thali Dining Varanasi,Restaurants,"Varanasi, Uttar Pradesh",099353 11449,https://www.shreeshivay.in/,4.6,4550,"GROUND FLOOR, S-1/118-6-M-1P, Central Jail Rd, opposite Shivpur, Phulwaria Road, Gilat Bazar, Chotta Chuppepur, Varanasi, Uttar Pradesh 221002",Open · Closes 10 pm,"{'latitude': 25.3500795, 'longitude': 82.9661936}",0x398e2ddf99320905:0x9f915347f973a055
Desi Mandapam Baati Chokha Restaurant,Restaurants,"Varanasi, Uttar Pradesh",098393 66001,,4.9,10975,"Sankat Mochan Road, Durgakund Rd, near Kewaldham Petrol Pump, Tulsi Manas Mandir Colony, Varanasi, Uttar Pradesh 221005",Open · Closes 11 pm,"{'latitude': 25.2855275, 'longitude': 82.999872}",0x398e3149029b92ff:0x4d2b89f1480d46eb
Vegking Family Restaurant Varanasi,Restaurants,"Varanasi, Uttar Pradesh",076074 51856,,4.8,6589,"Shivpur Bypass Rd, near Dr.Hemant Singh Hospital, Ayodhyapuri Colony, Laxmanpur, Shivpur, Varanasi, Uttar Pradesh 221002",Open · Closes 11 pm,"{'latitude': 25.358300999999997, 'longitude': 82.9648325}",0x398e2dc6ca409461:0x413dbcf08a47f53e
Annamaya Restaurant & Rooms,Restaurants,"Varanasi, Uttar Pradesh",091183 56267,https://wa.me/message/NSNBXZ4ZROIMP1,4.6,1217,"Raja Katara, C K 39/74-76, Kashi Vishwnath Rd, near Kashi, Govindpura, Varanasi, Uttar Pradesh 221001",,"{'latitude': 25.3131144, 'longitude': 83.0108278}",0x398e2feecd4b8441:0x2a31721f9fd2537
D SIXTY FOUR benaras- best restaurant in Varanasi | best pure vegetarian restaurant in Varanasi | best fine dine restaurant,Restaurants,"Varanasi, Uttar Pradesh",082991 32542,,4.6,246,"D 64/29 gr-1 bank colony , near padmini hotel Mehmoorganj, Sigra, Varanasi, Uttar Pradesh 221010",Open · Closes 2 am,"{'latitude': 25.308255, 'longitude': 82.9825791}",0x398e2d59d88c6043:0x57497b9bf2d5020b
Shyam Darbar,Restaurants,"Varanasi, Uttar Pradesh",072688 89685,,4.8,1116,"D-59/35+35 A-P Chandra Tower Rathyatra Mahmoorganj Rd, Rathyatra Kamachha Rd, Mahmoorganj Rd, opposite Jalan Store, Mahmoorganj, Varanasi, Uttar Pradesh 221010",Open · Closes 11 pm,"{'latitude': 25.3064058, 'longitude': 82.9876043}",0x398e33b4f752c1c9:0xc785facfb0fc3f7a
Kesariya Thal | Veg Thali In Varanasi | Best Veg Restaurant in Varanasi | Family Restaurant In Varanasi,Restaurants,"Varanasi, Uttar Pradesh",088107 58083,,4.2,681,"1st Floor, Of Hotel Vishwanath, B, 10/7, Sonarpura Road, Krim Kund, Shivala, Varanasi, Uttar Pradesh 221001",Open · Closes 11 pm,"{'latitude': 25.296934699999998, 'longitude': 83.004302}",0x398e31a709c811d1:0x3c8a30ab155cb9dd
Aman-E-Khaas,Restaurants,"Varanasi, Uttar Pradesh",097920 85111,,4.1,4586,"IP Mall, Bhelupur Road, Broadway, near Vijaya Cinema Crossing, Bhelupur, New Flotel, Varanasi, Uttar Pradesh 221001",Open · Closes 11:30 pm,"{'latitude': 25.296944, 'longitude': 83.0025249}",0x398e31fa9579f829:0x8eb2e3f8ece38741
Green garden restaurant,Restaurants,"Varanasi, Uttar Pradesh",0788 707 2233,,4.7,837,"Near Assi Ghat, Shivala, Varanasi, Uttar Pradesh 221005",Open · Closes 10:30 pm,"{'latitude': 25.2882513, 'longitude': 83.00507019999999}",0x398e31b28a013f3b:0x8cb432bcdbbaa185
Mr.Jalapenos,Restaurants,"Varanasi, Uttar Pradesh",098391 66001,,4.7,2381,"N.1/61-2, R/C, Samne Ghat Rd, opposite BHU TRAUMA CENTRE, Lanka, Varanasi, Uttar Pradesh 221005",Open · Closes 10:30 pm,"{'latitude': 25.2771533, 'longitude': 83.00640829999999}",0x398e314db2546675:0x86107c162a3e39e2
Eatery Restaurant,Restaurants,"Varanasi, Uttar Pradesh",063873 26390,,4.7,827,"Shivala Rd, Shivala, Varanasi, Uttar Pradesh 221001",Open · Closes 10:30 pm,"{'latitude': 25.2948061, 'longitude': 83.0050485}",0x398e31a1b5110329:0xe254fe5680c0b6f6
Wife on Leave,Restaurants,"Varanasi, Uttar Pradesh",,https://wifeonleave.magicqr.in/,4.1,3209,"C-19/34A, Fatman Rd, near Idea Showroom, Kashi Vidyapith, Sigra, Varanasi, Uttar Pradesh 221002",Opens soon · 11:30 am,"{'latitude': 25.3211038, 'longitude': 82.99123639999999}",0x398e2de2f0968ee1:0x962f76a63dbc9018
Radha Rasoi Family Restaurant,Restaurants,"Varanasi, Uttar Pradesh",092649 73890,,4.6,1595,"Shop No: 12-13, Kashiraj Apartment, Rathyatra Kamachha Rd, Maharana Pratap Colony, Gurubagh, Bhelupur, Varanasi, Uttar Pradesh 221010",Open · Closes 12 am,"{'latitude': 25.304950599999998, 'longitude': 82.9939687}",0x398e316db177d6e1:0x7be2025f3117fdc2
Ganga's Rooftop Cafe,Restaurants,"Varanasi, Uttar Pradesh",086017 36573,,4.7,184,"B 3/96-H, Shivala, Varanasi, Uttar Pradesh 221001",Open · Closes 5 pm,"{'latitude': 25.294291599999998, 'longitude': 83.00606719999999}",0x398e31c9b12f9c45:0x77e19522a01effc4
Chilli Tadaka Family Restaurant,Restaurants,"Varanasi, Uttar Pradesh",089570 37328,,4.7,378,"Gate No -2, in front of Kashi Vidyapeeth, Englishiyaline, Vidya Vihar Colony, Shivpurwa, Varanasi, Uttar Pradesh 221002",Open · Closes 12 am,"{'latitude': 25.3222043, 'longitude': 82.9872882}",0x398e2d4a72386f13:0x338741de19f84340
Heaven Of Taste | Best Restaurant In Varanasi | Cafe Near Me | Family Dining In Varanasi,Restaurants,"Varanasi, Uttar Pradesh",079917 10027,,4.6,224,"No. 2, Paharia Mandi Rd, behind Raymonds Showroom, Bhakti Nagar Colony, Paharia, Varanasi, Uttar Pradesh 221007",Open · Closes 11 pm,"{'latitude': 25.3558786, 'longitude': 83.0037114}",0x398e2f3d943eb1a3:0x487129f96e3cb179
Café café varanasi,Cafes,"Varanasi, Uttar Pradesh",098193 77669,http://viavaranasi.com/,4.4,231,"Assi crossing, Anandbagh, Bhelupur, Varanasi, Uttar Pradesh 221005",Open · Closes 5:30 pm,"{'latitude': 25.2892987, 'longitude': 83.00400359999999}",0x398e31a5927dd7af:0xc8fafb28fb392076
Terracotta Cafe,Cafes,"Varanasi, Uttar Pradesh",091296 10006,http://www.terracottacafe.in/,4.5,2458,"B1/146, Pushkar Talab Rd, Assi, Road, Varanasi, Uttar Pradesh 221005",Open · Closes 11 pm,"{'latitude': 25.2853608, 'longitude': 83.0047846}",0x398e31edf374bb79:0xed348f9877870d0b
Roma's Cafe Diner,Cafes,"Varanasi, Uttar Pradesh",099844 44095,,4.3,9344,"24, 2nd, near Ravidas Gate, Lanka, Varanasi, Uttar Pradesh 221005",Open · Closes 11 pm,"{'latitude': 25.281236399999997, 'longitude': 83.0032861}",0x398e318d79eedfab:0x8b4981f3565c513f
Aum Cafe,Cafes,"Varanasi, Uttar Pradesh",093353 61122,,4.5,505,"B1/201, Assi Rd, opp. Shri Ram Janki Math, Assi Ghat, Shivala, Varanasi, Uttar Pradesh 221005",Open · Closes 4:30 pm,"{'latitude': 25.2893695, 'longitude': 83.00567199999999}",0x398e2df283b4205f:0xb02a89d28513f1af
